Abstraction	Cohesion	Complexity	Composition	Coupling	Design Size	Effectiveness	Encapsulation	Extendibility	Flexibility	Functionality	Hierarchies	Inheritance	Messaging	Polymorphism	Reusability	Standard Cohesion	Standard Complexity	Standard Coupling	TQI	Understandability
17	36	29	37	40	28	70	52	30	59	31	22	28	25	33	28	26	49	38	40	33
18	29	17	25	30	28	43	30	26	41	24	10	27	17	28	18	12	40	31	27	22
33	62	25	27	35	39	83	51	52	70	41	36	49	26	57	29	17	57	48	44	37
25	30	29	31	36	34	56	39	33	48	33	20	34	31	37	25	21	41	36	28	27
17	36	24	28	35	26	57	42	32	51	31	16	21	25	36	29	22	35	31	38	27
15	30	23	25	26	26	49	33	31	40	32	12	24	22	27	29	18	38	31	33	26
24	42	24	28	36	35	58	40	35	51	29	22	30	24	42	22	17	44	39	35	31
17	29	14	9	19	28	30	31	23	31	19	14	20	14	26	17	11	30	26	25	30
17	35	19	22	28	23	54	30	32	43	25	12	30	18	32	24	16	40	30	28	17
20	35	27	28	35	24	69	35	37	57	38	12	39	27	37	28	23	47	35	36	25
17	30	16	22	28	28	54	38	30	49	29	24	29	16	33	23	12	33	24	32	27
30	33	17	22	29	38	48	34	38	44	22	34	36	17	35	19	14	35	34	27	28
16	32	16	18	21	23	40	25	29	34	29	10	26	14	31	24	13	33	29	25	14
19	37	14	16	19	25	41	24	32	34	27	16	32	15	29	22	10	39	31	26	22
19	35	22	27	30	30	62	43	27	49	29	22	25	24	27	25	20	37	28	40	32
13	28	19	27	29	26	52	35	23	44	27	10	23	19	24	21	16	38	29	34	25
0	2	4	2	2	0	6	6	2	6	4	0	0	4	2	4	4	2	2	6	4
11	36	24	27	26	21	53	37	23	51	35	14	24	24	31	25	18	42	27	34	24
12	37	28	29	31	20	60	46	28	58	39	8	23	26	32	32	21	46	35	36	29
16	33	24	36	36	31	54	38	24	47	27	20	21	24	32	22	20	43	37	25	22
18	32	21	25	30	28	53	38	30	48	32	20	27	21	33	23	20	38	31	35	28
18	42	25	20	26	25	65	45	39	53	35	24	25	27	40	29	25	45	32	41	27
29	45	25	26	31	43	69	47	42	62	34	26	40	25	46	29	21	54	36	35	31
31	41	17	21	27	40	56	37	43	47	25	40	33	16	37	19	12	43	36	28	32
11	31	28	25	28	23	60	43	25	53	38	10	24	29	31	31	25	42	27	43	29
18	27	16	17	20	24	45	26	20	30	20	34	15	17	18	18	16	27	19	30	13
13	23	15	18	20	19	43	25	21	38	21	26	23	16	22	22	12	31	30	28	19
16	22	14	11	15	19	31	22	26	28	18	22	22	15	22	16	12	22	18	22	21
11	27	20	15	21	16	34	30	21	29	29	10	23	22	26	24	19	32	23	29	19
13	17	14	13	16	18	32	22	21	29	17	14	18	14	18	16	13	24	17	18	22
8	8	3	4	5	10	16	9	10	11	4	12	11	3	8	4	2	8	6	8	10
7	10	2	2	5	8	20	7	13	16	8	6	11	2	12	5	2	6	4	13	9
18	20	11	9	14	20	34	20	24	22	16	16	21	11	18	12	11	18	15	18	14
5	29	8	13	14	12	46	34	23	43	26	2	18	9	26	20	7	28	24	33	22
13	28	21	26	30	23	50	29	22	44	28	20	22	23	30	20	20	34	32	31	15
16	42	13	9	19	24	46	31	33	40	34	8	35	14	34	27	10	42	28	34	28
18	30	19	17	19	23	56	35	32	47	26	28	24	18	28	22	17	40	25	32	24
9	31	18	16	19	14	46	35	23	43	23	8	14	18	27	17	17	32	24	33	20
11	21	9	8	16	17	33	17	20	24	19	18	20	10	22	12	8	20	16	21	14
21	34	21	24	26	28	57	30	33	52	28	34	30	22	37	22	22	36	19	30	9
8	23	11	8	17	14	25	32	13	23	12	4	11	10	18	12	10	21	20	25	21
11	24	11	6	12	17	22	19	22	18	17	2	23	11	20	17	11	16	10	22	26
19	23	12	19	23	28	39	31	24	38	14	22	19	12	23	16	14	32	29	21	19
5	10	10	12	10	10	19	13	9	18	14	4	9	12	14	11	7	14	9	13	4
13	27	13	18	21	19	43	22	27	38	21	20	28	13	29	18	15	29	12	28	10
10	39	25	22	29	14	55	42	27	52	35	18	20	25	37	27	24	40	29	44	21
5	14	15	8	14	10	33	26	12	30	18	4	10	15	13	14	11	19	12	26	17
19	33	14	16	21	21	41	17	33	40	26	12	27	12	30	24	10	30	24	25	19
9	8	12	7	8	12	27	19	13	27	14	8	11	13	10	13	12	12	4	18	17
6	20	21	20	21	9	43	23	17	35	26	10	14	19	18	20	20	26	22	36	18
11	28	19	23	26	17	46	26	22	42	23	16	18	17	28	16	19	32	26	31	19
18	31	24	15	22	24	50	33	29	39	32	22	22	24	31	28	21	34	21	35	34
14	29	17	17	18	23	45	30	23	40	23	12	20	18	28	19	15	30	25	27	19
14	20	7	11	14	20	36	15	20	31	11	24	19	7	25	8	8	23	15	16	9
11	18	8	10	18	16	27	17	15	20	10	22	16	7	13	4	7	20	24	12	8
21	27	11	9	7	24	44	29	31	45	16	34	28	11	28	15	11	23	5	42	34
7	15	7	14	16	16	21	11	11	16	10	6	13	8	13	8	7	17	10	10	11
13	13	11	12	12	14	25	13	13	21	11	26	13	11	15	7	11	13	9	8	4
17	28	13	15	23	21	36	28	25	35	21	22	22	14	25	19	12	27	24	27	22
10	17	13	14	15	16	33	24	18	25	22	2	19	17	20	19	9	27	19	22	13
20	40	28	31	37	30	67	43	32	51	35	26	32	29	43	28	25	48	39	41	22
11	28	19	24	25	19	53	30	18	45	25	18	18	18	28	18	19	39	22	31	18
13	30	18	19	23	20	49	21	26	36	26	16	20	18	27	18	15	29	26	33	13
5	11	9	4	4	7	22	15	10	20	14	10	10	10	11	14	9	13	5	19	12
10	11	4	7	9	14	21	12	12	14	6	18	10	3	10	4	4	13	11	7	7
14	36	16	17	21	20	48	31	28	45	29	20	22	19	25	24	14	38	27	39	29
26	40	20	28	27	37	53	42	38	50	25	30	29	19	38	23	20	44	39	32	26
7	14	6	11	13	13	17	10	11	10	11	4	11	7	9	9	5	13	16	12	12
8	26	18	16	24	10	38	28	19	32	23	6	17	16	24	18	13	27	24	25	13
1	0	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0
8	20	16	19	21	17	42	31	16	38	25	6	13	18	20	21	14	29	21	32	20
17	32	21	25	31	28	55	43	22	47	25	16	17	20	29	22	20	29	25	34	34
6	11	12	8	10	7	29	24	11	27	16	8	11	12	10	14	10	16	10	19	18
7	17	9	10	12	11	25	9	13	20	17	12	12	11	16	14	10	19	17	17	5
3	15	5	6	8	4	21	6	15	17	17	4	14	6	13	16	4	16	9	18	6
5	5	1	2	2	6	7	3	7	4	3	4	5	1	1	3	1	2	0	5	10
20	24	10	8	13	25	25	22	29	21	19	22	30	10	25	17	9	21	16	24	23
14	21	15	13	16	18	44	30	24	37	24	16	23	15	24	16	10	29	18	28	19
14	25	19	21	22	22	46	33	23	38	26	18	23	19	25	21	18	33	24	25	17
5	6	8	10	11	9	14	0	7	8	12	4	9	8	6	8	8	12	13	8	10
17	31	12	17	20	27	43	29	27	35	21	12	24	11	34	17	8	31	27	23	26
2	0	0	1	1	3	2	0	2	1	0	4	2	0	1	0	0	0	0	0	2
9	5	0	2	2	11	10	3	10	7	2	16	7	1	6	1	0	4	3	4	7
6	19	17	17	19	12	42	29	15	35	23	10	10	18	18	20	20	26	21	30	16
4	17	12	19	21	12	24	10	5	9	13	8	5	12	13	11	16	16	15	8	3
5	11	11	11	12	8	26	13	9	21	15	0	11	11	9	13	10	15	10	16	10
0	6	11	10	11	6	22	22	4	22	15	4	4	13	5	14	11	13	12	23	14
5	7	4	6	6	8	19	10	9	17	8	8	7	4	7	7	3	9	2	13	12
17	23	10	15	19	23	47	26	19	36	16	28	18	10	18	13	11	29	21	23	15
19	37	25	30	29	28	62	40	31	49	34	22	31	22	31	30	17	39	29	35	29
18	37	24	16	31	32	53	34	27	42	33	14	23	26	38	24	21	35	33	33	30
12	37	20	30	33	25	50	31	21	42	30	8	23	23	31	24	18	38	32	36	30
11	20	13	19	22	22	38	27	21	33	19	16	12	17	20	17	11	24	21	21	20
13	31	18	20	29	22	52	32	23	40	28	22	21	17	30	23	16	38	26	31	23
15	34	21	26	29	23	51	34	34	46	31	16	30	23	31	27	20	44	28	41	29
4	19	10	14	16	11	33	17	13	24	17	6	12	11	16	12	6	19	19	22	12
18	40	26	27	31	29	56	43	29	47	33	18	20	26	34	32	22	51	32	40	30
14	20	18	19	21	18	35	22	20	24	20	24	16	18	17	15	18	31	20	17	13
18	48	31	36	40	32	69	39	35	55	46	20	36	30	46	36	27	54	43	41	23
3	9	9	9	10	6	18	12	7	16	12	4	7	9	10	9	8	10	6	13	6
2	8	3	4	3	4	13	9	6	13	6	2	5	3	6	5	3	4	4	8	11
17	23	7	9	12	21	34	11	27	31	13	14	20	6	23	12	6	22	14	17	18
13	37	16	21	25	20	48	32	30	42	29	6	27	16	33	24	13	38	24	34	20
12	29	22	25	27	21	48	28	21	39	28	12	21	21	30	26	20	33	21	32	22
8	30	25	24	28	11	60	34	23	45	36	10	24	23	24	27	20	43	35	44	23
8	16	13	16	18	13	28	20	18	25	16	12	16	12	18	15	12	25	19	15	4
11	15	5	5	9	13	25	17	16	19	11	14	12	6	9	9	4	17	18	15	19
2	3	4	6	7	5	5	1	3	6	4	2	2	4	1	4	3	4	2	5	5
12	24	14	15	15	18	32	27	21	29	22	10	14	13	15	19	10	34	33	23	19
23	35	15	21	21	32	49	32	32	42	26	16	30	16	35	23	14	39	28	26	28
1	8	6	8	8	4	17	10	6	14	10	0	6	5	5	8	4	10	8	10	9
12	19	19	22	21	19	38	26	14	30	22	14	18	18	16	17	19	25	18	20	18
20	34	13	15	16	25	55	33	34	48	23	22	31	13	35	20	14	32	23	33	31
9	26	20	21	22	18	43	25	18	34	27	12	16	21	26	24	17	29	28	29	13
12	32	30	15	27	22	55	44	27	46	39	8	25	33	27	34	24	43	28	44	29
3	1	0	2	2	5	8	5	3	7	0	6	2	0	2	0	0	0	0	3	5
23	40	16	20	23	33	50	30	33	40	28	14	28	16	35	25	14	42	26	25	26
11	20	12	15	17	20	32	17	18	29	14	18	17	12	25	12	16	23	18	15	7
11	25	9	11	14	17	34	20	18	30	16	0	16	9	25	13	7	20	18	15	14
26	56	31	27	41	39	77	55	52	62	43	30	44	30	49	33	27	66	40	43	32
11	15	5	6	8	12	17	0	14	13	5	18	14	5	13	4	4	15	9	4	3
3	5	3	4	4	4	8	2	5	7	9	6	3	6	4	6	3	4	1	9	1
12	23	14	12	13	15	36	24	21	33	18	14	16	14	19	15	11	23	17	19	14
13	27	17	26	28	25	49	27	18	45	20	14	19	18	25	17	15	29	31	30	23
17	23	32	31	32	22	65	46	23	59	38	24	27	33	27	28	32	46	35	37	23
17	43	26	22	24	19	60	42	36	48	40	22	32	25	38	33	20	43	40	43	27
4	3	3	3	3	4	8	2	5	6	4	6	4	4	3	4	3	4	2	5	4
17	37	18	14	29	30	40	31	29	40	26	18	23	20	34	23	16	43	33	27	27
8	10	5	7	6	11	14	9	12	16	7	2	11	5	11	6	2	9	7	10	16
6	4	0	6	6	12	14	3	8	7	1	4	8	0	4	1	3	4	3	2	10
10	22	11	11	13	11	33	17	18	31	16	0	19	11	22	15	11	23	18	21	13
11	21	18	12	18	16	42	30	24	26	24	12	22	18	21	21	15	34	18	31	19
18	37	26	27	35	22	56	29	32	44	37	24	31	26	26	34	21	47	34	37	19
12	18	7	11	12	19	33	21	19	29	12	18	15	7	16	9	7	21	11	18	16
12	25	10	14	21	18	33	21	23	20	16	14	17	9	15	13	9	26	17	17	20
0	0	1	4	4	3	3	4	0	3	1	0	0	1	0	1	1	0	1	2	4
9	21	12	16	16	14	30	12	12	24	14	12	12	12	17	11	7	23	16	13	6
18	30	20	25	27	28	52	34	26	41	28	26	23	22	31	25	17	31	23	31	19
14	22	7	13	15	21	29	14	14	22	10	14	15	6	20	8	6	20	6	10	17
16	24	16	19	22	21	39	23	22	33	23	18	21	16	26	19	15	27	14	23	16
16	31	20	29	33	28	56	32	27	46	31	26	24	21	32	23	17	42	23	34	15
19	15	8	9	9	22	28	15	19	20	9	38	19	9	20	8	8	21	8	6	10
20	38	25	33	32	34	57	40	27	50	34	26	28	25	35	28	21	49	39	29	23
17	40	23	16	27	25	63	44	36	53	37	24	39	23	39	32	19	40	31	37	33
20	37	24	26	29	26	56	36	32	39	32	26	31	23	32	28	20	38	23	31	27
6	15	8	11	10	10	25	11	11	22	14	10	11	8	14	13	7	17	9	14	7
11	26	25	19	28	19	39	27	23	40	30	10	21	25	26	28	21	28	19	33	22
6	21	11	17	21	15	35	20	20	30	19	4	18	12	23	13	12	26	21	20	12
9	10	4	9	12	14	14	0	11	10	6	16	10	4	9	5	3	9	3	6	9
0	10	10	3	3	0	22	22	10	22	10	0	0	10	10	10	10	10	3	22	12
15	26	12	17	17	23	39	17	25	29	16	22	20	12	27	11	12	25	15	13	13
22	40	23	18	31	30	53	44	37	46	37	26	30	25	34	34	23	47	34	42	34
12	19	9	9	10	15	27	17	19	26	17	20	12	9	19	15	7	17	8	16	17
18	33	25	14	25	26	55	35	29	39	32	18	26	24	37	29	23	39	21	35	29
13	35	25	29	33	22	60	39	30	48	30	12	25	23	37	25	25	43	29	33	29
23	31	19	22	22	32	50	30	30	46	27	26	27	19	31	23	16	35	23	24	29
2	17	26	23	26	3	49	31	11	38	33	2	13	25	10	24	18	29	24	37	22
9	13	4	7	9	13	19	6	13	15	7	6	14	4	14	6	2	13	5	7	9
6	18	9	11	12	12	31	23	14	27	15	4	10	8	18	12	10	16	7	20	20
10	9	5	4	4	13	17	13	11	15	5	20	9	5	12	5	6	6	2	4	10
7	3	9	3	3	8	25	17	9	25	10	4	9	9	10	8	9	12	5	15	14
15	26	28	19	27	23	56	42	26	46	33	18	28	27	25	29	26	41	25	33	24
15	40	19	23	28	22	54	28	35	44	38	10	30	22	35	32	16	45	24	36	27
13	26	18	17	20	16	37	19	21	31	25	22	19	18	20	22	13	29	21	26	13
1	13	9	9	9	3	14	10	3	10	12	0	7	7	6	9	9	16	13	10	10
2	23	33	27	32	5	49	33	10	39	44	2	12	31	12	34	26	37	29	40	17
6	4	13	12	13	8	30	25	6	27	14	12	3	14	4	12	12	16	14	24	11
15	34	22	20	31	23	42	31	30	32	34	14	29	21	30	25	20	44	28	35	22
15	31	15	21	24	25	53	36	26	40	25	14	25	18	25	18	14	37	32	28	22
3	1	2	5	5	6	4	2	4	2	2	4	3	2	1	1	1	2	2	1	6
17	30	19	15	27	26	40	39	28	31	23	20	24	17	29	16	10	36	31	22	27
15	30	22	16	21	20	46	27	32	34	36	18	29	24	30	29	20	38	24	27	23
8	13	8	10	15	10	24	10	12	14	12	8	13	8	9	12	6	14	8	12	8
16	40	16	12	24	25	47	33	25	37	33	14	21	21	30	26	11	45	22	26	25
21	35	30	32	40	32	66	49	37	54	42	28	34	31	37	34	27	50	35	39	29
17	41	28	28	30	27	68	47	32	57	42	20	32	30	39	31	23	58	31	39	33
13	35	22	25	27	22	53	42	27	46	28	18	21	20	31	24	15	39	26	33	25
7	27	24	26	26	16	55	36	19	45	37	8	18	25	25	32	20	38	22	39	19
0	3	0	4	6	4	3	0	3	0	3	0	3	0	0	3	0	2	6	2	7
8	24	25	24	25	15	47	27	23	39	34	4	18	25	25	26	20	31	21	34	18
10	42	28	24	28	19	60	39	29	55	37	12	22	28	40	32	24	46	26	41	20
15	32	24	23	22	19	54	32	29	52	33	14	23	25	28	28	18	43	30	37	23
20	23	9	8	11	24	48	26	25	42	14	30	21	10	20	14	8	21	18	22	24
12	43	25	22	27	21	69	52	32	64	35	14	19	27	40	32	22	44	34	61	35
7	17	9	12	15	11	27	12	13	22	15	8	12	9	14	14	8	18	13	15	7
22	36	11	14	16	28	45	27	31	42	25	18	30	13	37	20	11	33	20	25	25
9	14	7	8	12	11	19	8	11	10	9	10	14	5	9	8	7	18	12	10	10
14	36	18	17	22	19	45	30	28	36	31	4	27	22	28	27	17	36	22	27	19
4	8	7	4	10	10	16	13	7	15	8	2	8	7	10	7	7	10	6	12	11
6	15	12	19	19	13	29	15	11	24	18	6	9	13	16	17	11	15	12	18	11
13	37	22	22	25	22	60	39	34	53	36	12	32	24	40	31	20	44	27	41	18
19	21	14	15	19	27	49	36	21	42	19	22	20	13	22	11	11	19	20	30	32
13	13	8	8	9	14	21	12	15	19	11	18	13	10	6	8	7	13	6	9	16
5	10	4	7	8	10	22	16	9	20	8	2	8	4	11	6	3	13	8	11	14
18	37	16	18	22	24	53	32	27	46	23	16	26	16	35	18	13	32	27	27	19
11	16	8	10	15	13	24	14	14	20	15	18	11	10	16	14	9	16	10	17	12
18	35	18	16	29	28	51	31	30	39	27	20	31	18	38	24	15	39	19	30	19
0	23	16	20	23	19	41	25	16	32	21	4	16	16	19	16	19	26	14	21	18
6	4	5	3	3	8	16	8	8	12	7	6	7	5	5	6	6	3	2	9	13
8	20	14	7	15	15	28	26	14	27	20	12	12	14	17	20	12	23	15	28	20
14	36	21	21	22	18	53	36	31	43	30	12	24	20	36	20	16	38	29	27	18
9	20	9	9	9	14	28	18	14	23	15	8	12	11	15	14	7	21	13	18	16
5	25	30	25	32	9	51	28	20	39	41	10	18	31	21	30	21	39	29	35	18
4	14	9	14	16	11	20	10	5	15	12	4	5	9	10	10	9	13	15	11	11
16	33	22	15	24	23	55	40	33	43	34	24	32	22	30	27	18	40	27	36	27
11	24	18	17	23	13	44	22	22	35	28	12	21	18	27	24	14	29	21	29	15
0	11	7	9	13	12	24	17	12	24	11	4	14	8	12	10	8	10	7	23	23
21	44	25	20	34	31	50	41	37	41	36	30	27	24	40	24	19	49	39	29	20
22	36	25	16	26	31	57	33	36	39	35	18	38	25	35	29	20	37	28	35	28
6	15	6	9	12	9	21	7	14	16	12	8	12	6	13	10	6	14	8	11	5
1	31	21	19	20	1	51	33	27	47	38	2	20	23	29	33	17	34	20	49	18
9	19	24	26	27	14	48	29	19	36	26	10	17	22	19	20	22	35	28	30	19
15	39	36	25	37	23	70	42	34	58	50	16	35	36	40	42	25	51	32	49	23
14	28	18	16	20	18	36	23	24	27	26	16	23	17	20	22	14	28	22	28	22
11	25	16	17	19	13	42	27	21	35	24	14	21	16	25	18	15	25	21	32	19
16	42	17	28	33	30	60	34	34	42	27	26	30	17	28	24	14	41	35	36	21
21	34	22	24	30	28	56	35	28	44	25	28	30	21	32	22	19	39	34	31	24
12	36	20	14	29	22	37	36	22	27	24	16	22	18	24	22	18	38	29	25	26
12	32	18	15	23	16	33	33	28	32	29	12	27	19	27	21	16	28	15	30	25
15	22	13	18	22	23	44	26	22	42	13	8	22	13	28	8	11	29	26	10	24
11	7	2	6	7	15	13	6	13	9	4	12	7	2	7	4	2	8	3	4	14
2	2	1	2	2	3	4	2	2	4	1	4	2	1	3	1	2	3	2	1	1
4	10	4	5	6	7	13	9	9	8	6	8	6	3	7	4	4	13	9	5	5
7	25	12	11	17	10	32	20	21	24	21	10	22	12	23	19	10	26	14	25	11
23	46	17	24	30	34	55	38	37	51	27	28	31	17	40	23	16	38	23	27	31
13	15	12	11	14	15	31	18	21	18	14	20	24	12	15	10	9	24	13	12	11
13	17	10	10	13	14	38	15	25	27	12	18	26	9	21	10	8	22	11	20	14
9	15	10	8	15	12	24	17	17	18	14	14	16	8	15	7	8	18	14	13	15
7	21	14	12	15	9	42	34	16	40	20	6	9	14	18	15	14	23	17	30	27
19	30	12	16	19	25	41	18	22	32	17	30	22	12	21	13	10	24	16	22	14
18	19	6	10	13	25	30	19	22	25	9	20	24	6	23	6	5	22	13	7	14
15	20	6	14	18	23	28	13	17	22	7	24	16	6	20	7	6	18	15	10	18
22	18	7	4	9	26	32	21	23	16	8	44	24	7	26	5	6	17	7	7	25
13	29	19	16	28	20	32	33	24	24	27	14	22	19	28	21	18	29	24	25	21
3	9	7	8	11	6	15	7	7	11	12	4	8	8	5	9	5	11	8	11	7
8	32	24	18	22	9	53	39	28	44	29	4	21	21	27	25	22	35	21	42	21
9	32	20	24	25	18	50	30	30	40	34	12	22	23	32	30	15	43	28	34	15
5	10	6	8	10	13	25	18	7	25	6	0	7	6	12	6	6	11	7	11	20
7	16	10	7	11	8	27	19	13	25	17	4	11	10	8	15	10	20	14	26	25
20	34	19	21	21	28	47	38	30	38	28	28	21	19	27	27	18	40	28	34	30
13	33	26	28	30	21	56	41	25	48	32	12	17	27	31	23	18	40	41	34	26
5	23	16	19	18	9	31	19	16	31	23	10	13	17	17	20	12	25	15	20	15
32	46	23	28	30	39	72	46	48	63	35	32	40	22	53	30	18	49	35	40	31
15	34	20	22	22	20	44	33	25	36	27	16	21	19	26	20	18	32	26	30	23
20	41	27	24	27	26	57	39	41	48	39	26	32	26	35	34	24	46	34	42	28
19	32	22	21	25	26	43	34	26	38	29	16	31	23	33	24	18	33	24	29	20
15	19	13	13	14	18	38	25	23	31	19	12	18	13	20	14	9	23	17	22	22
10	29	22	15	28	19	29	29	14	24	30	10	13	22	22	23	18	35	23	26	14
3	1	0	2	3	5	5	0	3	5	1	6	3	1	3	1	0	1	1	1	2
16	30	15	20	20	24	40	31	32	39	21	22	27	14	32	17	13	31	18	28	22
11	13	8	8	10	14	26	15	16	22	12	4	16	9	17	10	8	9	6	15	12
14	24	18	20	24	22	45	28	22	37	21	16	22	18	26	17	17	26	18	27	23
15	27	11	8	11	18	24	23	24	21	15	10	23	10	26	14	8	24	18	23	18
28	34	12	11	15	34	53	32	39	42	20	24	34	12	35	16	8	29	21	24	36
10	20	15	13	14	12	20	18	17	16	18	14	14	16	19	12	13	17	14	15	16
14	28	15	19	20	23	49	38	26	41	22	14	21	16	29	18	12	30	21	29	24
21	29	15	9	18	26	41	25	23	31	21	34	25	15	27	16	13	22	20	16	19
8	34	31	31	35	17	51	31	21	38	39	8	19	31	25	31	23	44	30	37	16
13	28	24	19	24	18	49	33	27	39	34	6	26	25	26	27	22	42	27	32	16
22	37	18	22	24	32	57	38	34	51	27	24	29	19	39	24	17	38	21	34	31
23	26	8	14	13	33	39	28	31	32	13	30	22	9	28	10	7	27	16	20	27
21	44	28	33	35	33	69	47	39	54	32	24	33	24	45	27	20	45	32	37	32
8	33	17	22	20	22	48	35	21	42	34	4	18	21	29	30	17	38	22	35	27
9	42	25	28	28	16	55	36	28	45	42	6	22	28	33	37	23	46	28	42	21
5	19	15	19	21	11	33	17	13	27	19	4	11	14	21	13	14	28	16	18	11
10	23	14	20	22	19	35	22	18	31	20	14	12	14	19	13	9	25	16	22	19
13	29	20	18	18	19	48	27	27	41	28	6	18	22	29	23	18	34	16	33	22
23	34	17	27	27	34	56	33	29	45	21	18	24	18	38	15	14	36	28	19	27
7	10	6	10	11	13	22	5	11	20	10	14	11	6	13	8	5	8	6	8	7
12	31	26	20	27	14	52	42	28	45	31	14	20	25	23	31	23	33	25	41	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	21	15	17	16	13	32	22	21	28	19	6	23	15	20	15	11	25	17	19	16
17	37	26	27	25	28	59	39	33	49	35	22	27	25	33	30	20	38	25	37	30
17	25	17	16	18	20	39	30	28	35	25	20	23	17	23	21	15	28	22	27	25
15	23	10	13	15	19	32	20	22	23	14	12	17	9	22	11	8	26	15	15	12
20	36	22	32	30	32	59	42	28	49	23	16	33	18	37	14	16	42	30	25	27
15	31	23	26	27	19	50	25	24	41	30	20	25	23	24	26	23	34	19	33	19
1	0	0	2	2	3	3	0	1	2	0	2	1	0	0	0	0	0	0	0	3
9	22	19	15	27	18	43	34	15	34	27	12	18	23	25	18	16	31	27	30	18
18	31	21	22	26	27	50	36	28	41	26	16	26	21	26	21	18	31	28	26	35
25	23	10	12	11	31	35	21	32	29	14	34	29	13	27	11	12	23	14	15	24
12	23	17	23	26	24	35	26	19	30	19	8	19	17	23	15	17	24	18	21	24
16	30	14	14	14	22	47	29	37	40	22	10	34	14	30	21	11	26	19	32	28
9	39	31	35	34	19	58	40	20	46	39	2	22	30	27	31	26	44	36	40	29
15	36	24	25	27	24	49	39	31	44	36	16	27	26	35	29	21	37	26	39	20
24	32	19	15	19	27	53	37	38	43	30	30	33	20	30	27	17	35	19	37	29
3	11	3	3	3	4	13	6	8	13	8	4	7	3	8	8	3	9	1	9	6
1	9	4	2	3	2	15	14	6	12	6	0	4	4	5	6	5	8	4	13	9
7	22	13	16	21	11	26	13	16	19	20	12	16	15	17	16	11	19	16	17	10
3	4	1	3	4	5	8	6	4	7	2	0	3	1	2	2	1	3	5	5	5
23	26	4	8	10	29	38	18	32	33	8	30	30	3	30	6	2	22	12	16	22
9	25	20	20	21	16	49	37	23	44	23	10	19	18	24	23	17	31	19	35	24
13	19	6	10	8	17	31	21	22	24	14	12	18	7	15	10	4	18	16	19	19
5	5	1	6	7	10	9	6	7	11	3	10	5	1	5	2	1	6	4	5	7
10	23	25	20	27	13	57	40	22	40	28	12	21	21	22	19	20	38	32	36	27
7	15	12	8	11	10	28	19	11	17	17	4	11	12	7	15	11	22	10	21	18
6	29	36	30	33	8	61	32	26	54	46	8	23	37	24	40	32	46	30	50	25
16	10	5	9	7	20	27	14	20	19	6	8	19	5	13	4	3	13	6	13	20
8	21	26	19	32	16	46	35	22	30	31	4	18	24	15	18	24	38	29	33	20
7	27	26	22	26	10	47	28	24	38	39	12	24	28	21	31	23	37	25	40	15
2	6	4	6	5	4	11	6	3	9	8	4	4	6	5	6	4	6	6	8	4
16	32	20	25	26	24	53	34	24	52	27	14	16	20	35	22	18	38	28	28	23
15	31	22	20	22	22	55	33	27	40	29	10	20	22	24	25	17	37	28	40	24
1	6	1	4	5	4	6	3	2	3	3	2	2	0	3	2	1	4	5	1	6
5	19	14	15	16	7	31	17	18	28	20	4	19	15	15	19	14	17	14	28	12
7	27	28	28	31	12	58	33	25	52	40	8	26	29	24	31	29	37	28	45	28
0	20	22	18	25	1	45	21	20	33	33	0	22	21	15	26	16	28	19	38	13
11	29	26	17	24	15	49	33	23	38	36	12	23	26	21	31	25	34	20	35	25
15	32	29	20	33	25	41	45	23	35	33	12	20	29	29	26	23	42	29	38	31
14	27	17	22	24	23	44	24	25	36	18	22	19	17	23	19	16	27	19	27	18
17	36	17	23	24	28	55	36	32	46	28	10	23	18	36	23	15	39	24	36	21
10	20	17	14	16	12	33	27	15	28	23	10	15	19	18	16	15	25	23	25	15
16	32	37	28	44	29	60	43	27	54	43	16	26	35	31	32	31	51	39	36	22
10	19	14	14	15	15	34	22	17	27	17	10	19	14	20	15	10	21	19	21	14
13	28	23	22	25	18	53	38	28	45	35	14	20	22	26	31	17	39	29	38	28
15	21	11	14	15	20	35	21	21	31	14	12	21	10	22	14	10	23	14	19	19
5	9	10	6	8	7	22	18	8	20	13	4	7	10	7	11	9	14	6	16	10
10	5	3	4	3	13	10	10	10	11	3	8	7	3	4	3	3	1	1	6	19
1	18	21	12	13	1	38	29	17	33	26	2	15	21	16	22	20	25	10	31	14
18	32	20	24	28	30	46	37	27	40	29	12	22	21	32	25	16	41	32	27	22
5	18	15	15	18	8	35	21	20	27	22	6	13	14	20	18	11	24	17	27	17
11	9	8	7	10	13	28	14	16	25	12	12	11	9	12	10	7	11	7	15	11
8	4	6	7	9	10	14	8	9	10	6	4	8	6	6	5	6	5	3	5	11
10	25	20	23	26	20	47	35	18	40	25	14	16	21	23	22	19	23	20	32	28
12	31	26	25	28	15	57	42	24	52	33	20	20	24	30	27	21	42	31	42	29
4	6	2	1	5	9	6	6	5	2	2	8	5	2	6	2	4	4	0	2	8
16	35	22	20	26	20	55	38	31	48	35	8	30	24	34	35	18	43	31	42	25
15	39	32	26	29	19	71	54	34	64	38	14	27	28	35	32	26	40	23	53	36
11	22	14	14	15	17	33	23	19	27	19	10	21	14	22	16	13	23	13	22	13
3	23	27	18	23	4	54	40	15	47	38	6	15	26	13	30	21	38	26	48	32
